search_term,natural_language,counts,directionality,search_term_source,category,keep_term
digiotaltaí na heolais,ga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
reiligiú digiteach,ga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitae fíosachd chéadúil,ga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
téacs daoineachta díolachais,ga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humaaniteeri digitaal,fuq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tetou'i vahiniriana valiavina,fud,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nibii ni haa mɔ tsui nyɔɔ emli ni haa mɔ tsui nyɔɔ emli,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
numefu-lago-fakamalohi,fud,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sɛ́n xóɖɔ́ tɔn,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tɔŋgbɛtɩnɣa,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
èhèmèjì hù-wín,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
diliti tiwuli,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
teknoloji yi humanitisi,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
luministre électronique,frc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitez digitales,frm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
arz numeraus,fro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanités numeriques,fro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitâts numeriques,frp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitâts numèriques,frp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humànitâts numèricas,frp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale humanistiken,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaal geisteswetenschaften,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaal humaniteeten,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitaal humaniteeten,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale minskerkennisse,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale jantlegjeng,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digeel-menskelek,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale geesteswittenskippen,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitoale humanitäten,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale humanitäte,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale minsker humanistiken,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaal minskweskunde,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale jantienkunde,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale menskje-kunsten,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
fakamatala numera,fud,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
faka-tangata faka-komiuta,fud,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
faifai o le fa'aalo,fud,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital adesai ahe nilee,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitɛɛ nitsɔɔ kɛ gbɛmɔ yɛɔ,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
дигиталны хамын хуманитис,gld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
daonnachdan digiteach,gd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dualtaicheachas digiteach,gd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dùthchas fhigiúil,gd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dhigital-uladhainn,gd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ሂሳብ ሰብእ ሥነ ጥበብ,gez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ዲጂታል፡ሰብአዊ፡ትምህርት,gez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ዲጂታል ሰብአዊ ትምህርት,gez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
አስተያየጁ ምጣፍ,gez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ዲጅታል ባህላዊ ጥናት,gez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
መዝግ ባህል,gez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
aroia aomata n tokanikai i aoni bwaai ni kabane,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanities ni digital,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
te rabakau ni kaitara ma te kompiuta,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
rabata ma ni koora,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
te rongorongo aon te tia,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nan te mwanea kainanga,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teara numera kūki,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tetau iroironi,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitāni digitale,gil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ڊجيٽل هيومينٽيز,gjk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
koʔaɣa khaɾi ɗaɣa,gjk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ડિજિટલ માનવિકા,gjk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
dmi ḍa ńwār,gjk,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
દીજિટાલ મનોવિજ્ઞાન,gju,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
humanidades dixitais,gl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanos dixitais,gl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифровой гуманитарной наукасал,gld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифровой гуманитарный наукани,gld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kʌɣaŋi kʌɣaŋi,gld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитэл нэньэ,gld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dùbhlanachd luchd nan sgiath,gd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
daonnachdan didseatach,gd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
diigital niiŋmaa,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sciens digitaux anumanitè,gcr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitaal humanities,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
amanɣaŋa digital,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nkyerekyerɛn a ɛyɛ dii amaneɛ bi,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humeniitori digital,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dígitali nkabędé,gaa,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital gumanitarlık,gag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sayısal humanitar bilimner,gag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital gumanitarlıklar,gag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital insan bilimi,gag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
radasa teknolojiye insaniyat,gag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital dilbilimler,gag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijit faat kau,gan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknologi data ulang,gay,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale duniyada,gay,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kɔ̀ɔ̀ sɔ̀rɔ̀ ɗò nùmɛ́rɔ̀,gba,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sɛnɛ tɔkɔtɔkɔ nɛɛ kpɛngbɛ,gba,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
téyáwà tɛ́kɔ̀nɔ̀,gba,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ŋwēndē ŋgāndē,gba,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mbɛtɛ ɔlɛmɛtɛ dijital,gba,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
دانش‌های دیجیتالی,gbz,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
دیجیتال انسانیات,gbz,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
dānišnāmeh-ye digital,gbz,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
دیژیتاڵه انسانيت,gbz,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
د دیجیټل هنسینچم,gbz,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
imanité nimerik,gcr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
imajinasyon nimerik,gcr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitèl ètudis,gcr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
limiryèl dijital,gcr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dyital hoministis,gcr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
noʻeau ʻikepili,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kuakahi ʻioʻonia,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hōkūleʻa pili mālie,haw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифрови гуманитарни ӏилманаш,inh,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
гӏаламатӏа дешар,inh,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
цифертехналæг гуманитагæ,inh,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
дигиталlü өртөнчлөгü,inh,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
dicifra humaneso,io,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital humaniko,io,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ciferala homala cienci,io,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitaraj digitalaj,io,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitaro elektronika,io,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
stafræn mannvera,is,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
stafrænar hugvísindi,is,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dökk fræði,is,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
rafræn manndjévísind,is,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
deildar umhverfisfræði,is,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
teknisk menneskefræði,is,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
informatica umanistica,it,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
discipline umanistiche digitali,it,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
scienze umanistiche digitali,it,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
umanistica digitale,it,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
humanità digitale,it,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
ᑎᑎᕋᕐᔪᐊᑕᖅ ᐃᓕᓐᓂᐊᕐᓂᖅ,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᑎᔨᑕᓪ ᐃᓄᐃᑦ ᖃᐅᔨᓴᕐᓂᖏᑦ,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ดิจิทัล ᐃᓕᓴᐃ,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᑎᑎᕋᖅᑎᑦᑎᓂᕐᒧᑦ ᐃᓅᓯᓕᕆᓂᖅ,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᓄᐊᑦ ᒥᕗᖅᑎᓚᓂᕐᒃ,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᐊᕾᓕᓂᖅ ᐋᖅᑭᒃᓱᖅᑐᖅ ᓄᓇᐅᑉ ᒐᕙᒃᑯᕕᖕᒧᑦ,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
iqaluyutianusiitigiuliniq,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
innunarvik ikajuqtajuit,iu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalizet humanistikat,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaaliset humanitaaratieteet,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрой гуманитарни ӏилмаш,inh,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
pamantasang digital,ilo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaaline humanitarižed tiedotehtendad,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dagiti digital nga agrikultura,ilo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ọmụmụọ digital,ig,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
anụ ọzọ na elektrikị,ig,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
igwe digital,ig,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ꀉꑴꄮꑴꄮꋍꄉꑴꄮ,ii,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ꌗꏦꉬꀕꌅ,ii,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ꄮꐻꃅꄮꉖꆏꃅ,ii,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ꄿꐎꀨꏦꌧꇐ,ii,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ၸႃႈ ၶိၵႅၼ်ႇ လႄႇၽႆႉ,ii,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tigumiaqtaq uqautchiaq,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
uqaluit iñuuniaġiññiqtuat iḷisaġviŋit,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
nunatinnuunami atuutitaaqtuaq ilisimatusiurniq,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
qargiñiq atuqtuaq,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
igluqtuq iliŋniŋuat,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
iḷisimaaġut qanauyugmiut,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
iluviniuġmiut eriktorsuaqtuq,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ikgiarvik igluktiaraq,ik,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
iqalukkat turaangat,ike,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᑎᑎᕋᐅᓯᖅᑎᑦᑎᔾᔪᑎᓄᑦ ᐃᓄᐃᑦ ᖃᐅᔨᒪᔭᑐᖃᖏᑦ,ike,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᑎᑎᕋᐅᔭᖅᓯᒪᔪᓄᑦ ᐃᓄᐃᑦ ᐱᖁᔨᕗᖔᑦ,ike,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᐃᓂᒃᑯᓚᕐᔪᐊᑦ ᐱᖅᑭᐅᔭᒥᐅᑦ,ike,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
iqinanngittianutinginiq,ike,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ikajuqtaq sivunittinniartut,ike,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᑎᔨᑕᓪ ᐃᓄᐃᑦ ᖃᐅᔨᒪᔭᖏᑦ,ikt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᑎᑎᕋᐅᔭᖅᑎᑦᑎᓂᕐᒧᑦ ᐃᓅᓯᓕᕆᓂᖅ,ikt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ᐃᓂᒃ ᑲᓚᕗᑦ,ikt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
iqalukujuusiuqatigiit iti,ikt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
inuitiaq digitaliit,ikt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital a humanities,ilo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital humanies,ilo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaalin humanitaari,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalõ humanistik,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ọmụmụ igwe na ọdịbendị,ig,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
إنسانيّات رقميّة,jrb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
digitals handwrīot,jut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dæturum manúfaktúra,jut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital menneskevidenskaber,jut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kawruh digital budaya,jv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
manunggal digital lan kabudayan,jv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ციფრული ჰუმანიტარული,ka,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ციფრული ჰუმანიტარიკა,ka,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ციფრული ჰუმანიტარი,ka,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
დიაგლეტური მკვლევარებელობა,ka,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
დიგიტალური მანესკვლორება,ka,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sanlıq gumanitar fänler,kaa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
санлы гуманитарлық ғылымлар,kaa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрлы гуманитарлық илимлер,kaa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
raqamlı gumanitarliq,kaa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
санлақ инсанластۇق,kaa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
технологиялар әдәбиятлык,kaa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tussna n tmadrit tadyant,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tussniwin tumnigtin tumzirayin,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tasnakalt tadigitalt,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tigertin tidijitalin,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tamazight n tiddukla dɣ tazukant,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tmaziɣt numérice,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
talennetit tikiwel n-djerit,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
teknoloji n-igennaden,kab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital shinggyim nga pra masa,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ဒေသီယာလူ့သိပ္ပံ,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital myen hpyen shaloi,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mungga hpak hpak hte seng ai lam hte seng ai ga shaga,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ၾကီးႏိုင္ သတင္စာ ဘူမန္ေလ,kac,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dygtelike menskunde,jut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ספרות דיגיטלי,jrb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
дигитальныя гуманістычныя науки,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
אלעלום אלרקמיה אלאנסאניה,jrb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
хитуудэ хинтелехүд,izh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
デジタル・ヒューマニティーズ,ja,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
dijital yuumanitiz,jam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitl humaniti,jam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknologi weh di humanities,jam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitul humanites,jam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital humaneiti,jam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mucti tadni,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijto remna kulnu,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digjital humanitas,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
skami remna selcu'a,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
djunalygajy.ubyvla,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital-humanitero,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dilcu'i se zasti valsi,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital-lertu-humana,jbo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mbɔ̌ nɛ̀m ɛlɛktrɔ̀nik,jgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bikɔ̌ŋ bímbɔ́ŋɛ́ bísí,jgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bɛyɔm ɩnɛtɩk,jgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mvumbwa-ngomba-mbu,jgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tayyala ya digital,jmc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitali mwanadamu,jmc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ujenzi digitali,jmc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hamishani ya diguwali,jmc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitāl vidyākāṇḍa,jml,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
דיגיטאל הומניטיז,jpr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
بومدانیکای دیجیتالی,jpr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
دیجیتال هاینټمینس,jpr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
טכנולוגיה של אדם הדומה,jpr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
אלעלום אלדיגיטליה אלאנסאניה,jrb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ụmụrịcha ọnọdụ ịntanetị,ig,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mmekọrịta ọmụmụ ihe dijitalụ,ig,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
gudang.ngaay haayda kil,hax,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
cov lus fwj auj koob siv tshuaj,hmn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
neeg vaj siab tshiab,hmn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
د دیجیټل هنسن مطالعې,hnd,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
tib neeg kev kawm digital,hnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
txoj yug nyob,hnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dzib tsuam haisub,hnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hmoob dhawb txog thiab hais,hnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sulat nga teknolohiya,hnn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tataramanukyanon digital,hnn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
panag-uma-digital,hnn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
د دیجیټل هنسن مطالعات,hno,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
ڈیجٹل انسانیتیز,hno,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
numera haroharoai,ho,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
buk na kain,ho,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
langa numeralu hutan,ho,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaalini humaniti,ho,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
taule'a digitale,ho,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nguồn nhân văn số,hoc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
nhūng̀ di-ji-tāl hū-māni-tī,hoc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
díligts nútnáskis,hoc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitikal digitali,hoc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitali humāniti,hoj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kuɣaŋa tɔŋa,hoj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaal humanitaati,hoj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitats digilogi,hoj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
naa'öngvit qatsi,hop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sinom tunatya himu'ytangwu,hop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
naawakna hink'a'ytaqa tuuvingtoti,hop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
qatsi himu'isvuyungwani,hop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
numu 'a'a wivita mani,hop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dzib tsuam haisim vaj niam,hmn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
txiab kev pab txog,hmn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitalne humanosti,hr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tus lej tib neeg kev kawm,hmn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḵ'íit'as g̱áwgaay,hax,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḵaayuux̱waałii,hax,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
