search_term,natural_language,counts,directionality,search_term_source,category,keep_term,directionality_conflict,ltr_languages,rtl_languages
digitaal geisteswetensjappe,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaal gesjiedenis,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale menschawetenschap,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale menswetenskapen,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
དིག་སྤུངས་མཛོད་ཀྱི་རིག་པ,lif,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
क्लाउड मानवता,lif,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanitæ digitali,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanistiche digitâ,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanitæ digitæ,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanitæ digitaæ,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitali umanistiche,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ʔəyəw ɬəxʷəyəɬ ɬəxʷəyəɬ ʔəyəw,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
džiɡitarl humanūlas,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xwelilthinuxw dihwa7in,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sxwó:wéy sq'áwats'el,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ꓷꓲꓔꓲꓡ ꓧꓱꓲꓠꓬꓲꓢ,lis,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ꓓꓲꓽꓔꓬꓻ ꓐꓬꓽꓡꓳ ꓢꓲꓼꓑꓬ,lis,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ၾကႈ ၶိၼ်ႇၸႃႉ,lis,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dīģitālõd humanitārõd,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitāļ humanitārtiēd,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitālõ humanitiek,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dikītāl humānitāt,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digiāliņu mītoloģija,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaalõ humaanõtõldüs,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanità digitàl,lmo,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
bato ya mayele na makambo ya digital,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
дигитальнай гуманитаризм,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
skaitmeninės humanitarikos,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
بومناسخه دیجیتالی,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
رێگەی ئەدیجیتالێ بۆ ئەدەبیات و مێژوو,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
هندسه ديجيتال,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
مجسمات دیجیتالی بنویسه,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
utafiti wa kidijitali wa binadamu,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
obumanyi bwa dijitaali,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dáláidit báhccála,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaal ŋaam,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
الانسانيات الرقمية,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitádigi digitaal,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
skaitmeniniai humanitariniai mokslai,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
skaitmeninės humanitarinės mokslai,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
muhumulimi yadigi,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
skaitmeninė humanitarika,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dėsinių mokslai,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalinė humanistika,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
numatytosios humanitarijos,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaluos humanitaruos zynuotnis,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cyberhumānitārisms,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cifrovuos humanitarūs zynuotnis,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaluo humanitaruo zynuotne,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaluo humanitare,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dzelzsa māksla,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cipari cilvēku zinātnes,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ingwelela ya teknoloji ya masiyane,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bung'a ya dijitali,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bomanɛli ya nimero,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
numérisk menneskjevitskap,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bomoto ya makambo ya digital,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mabisi ya kudumu,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mabanga ya mbilé,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mudubantu bokola,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ມະນຸດສາດດິຈິຕອນ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ມະນຸດສາດດິຈິທັລ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ป่สวัดล้านเกระ่ม,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ພັດທະນາອື່ນປະເທດ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ປະເພດຕິດລວບຄຳດັງ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mpúlí mpúlí ya búkú,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
дигитал бүтээл,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital humanitizes,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mambo a mabuku,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
diguilal huministikas,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanités digital,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
limanite dijital,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
lèspri imèn nimerik,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijitèl umànités,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
lizinm dijital,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ditèl hooministis,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
informatika nan lwen dlo,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
butalwa bwa dizhitala,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
litaba za digitali ni za butu,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bupilo bwa mubala wa mubala,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaal geisteswètènsjaffte,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
e-bulesasi ya basoga,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kibalekezo digitali,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitates digitales,la,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
сандык гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигиталдык адабийят,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифролук гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
диджиталдык маданий тилдикlik,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигитал калдырмалары,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
လေဝ်သၢင်ၥ်ကလုာ်လီၤ,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ဒိဂျိတလ် လူ့ဘာသာရပ်,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ဒီဂျစ်တယ် လူမှုသိပ္ပံ,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ၾကႈ ၿိမႃႉ,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
hwa ree hwa gaa gwaa,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ဒီဇိုင်ဘက်အမျိုးသားစွန်းရည်,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitales humanitates,la,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
dijital inimaniyati,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanidades dijitales,lad,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dyigital haumanistía,lad,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
obumanyirivu bwa dijito,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanities ki digital,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
obuhumane bwa dijitaali,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kalaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋ,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijital bilimler,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitia digitale,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital insān-itikās,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ਦੀਜਿਟਲ ਮਾਨਵਾਦ,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ngec me dano ma gi komputa,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
санариптик гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digita manavashastra,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
e-nsiinyi y'ebihugu,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dewysowr digitaol,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигиталдом хумантизм,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигитална лыхындык,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
pengubayan digital,kvr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sains kemanusiaan digital,kvr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ડીજિટલ મનસકોશ,kvx,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dheghow dihwonneth,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dynoryethow dijitel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
denethow skiansek digamm,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
denethegieth dhygital,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dybynyansow dhegydhlek,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
meynan dhygital,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kernowek digidhel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhārmiyāṃ bhāṣābhivyakti,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
hax̌aw̓is kwak̓wala,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijital hiyumānitīs,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
síxw síyam,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ɨw’ała’a’a’a ḵ’u’u’u’u’,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
lulutlana liskwemixʷ,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sxwelíyexw lákwala,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
វិទ្យាសាស្ត្រមនុស្សឌីជីថល,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
សារព័តវិទ្យា,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
លំហរឌីជីថលសិក្សា,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
សាកលិកា ជន្រួម,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
डिजिटल मानुसकी,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanities me digital,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
lonyo me tekwaro me dijita,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humanitites,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
цифровиу инсаниятдин къаламни,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
machina adansi kultur,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ᰛᰩᰵᰶᰧᰶ ᰛᰧᰵᰶᰧᰶ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ᰕᰦᰎᰧᰛᰵᰬ ᰕᰦᰋᰵᰬᰛᰦᰀᰵᰬ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ᰕᰫᰰᰶᰛᰩᰵᰜᰤᰦᰮᰓᰦᰰᰋᰦᰰ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tsho-mi-sam-khag-yang,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
དབྱིན་ལྡན མི་འབྲེལ སློབ་མ།,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale humanite,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
рақамдин гуманитар элмур,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифровая гуманитария,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифрадин гуманитарная наукар,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
хӏалхъи цоцарияб хӏукумат,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
хуьалар хәвдәләри,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
amakola ya dizidi,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humania digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanidades dijital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanias dijital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
qandali digitaal,aa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitá digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humàntia,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
eby'omuntu eby'ekikugu mu by'omutimbagano,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ebyobuwangwa bya digiito,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
obuntu bw'ensi yonna mu by'empuliziganya,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
obumanyirivu mu bya digital,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ezimwe mu nsinda za digital,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digi mi lai,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kamala kulumu,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitias digilas,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mafaka ya digitali,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubuntungwa bwa dijitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubumi bwamakina ya muntu,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kamusi ya digitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kɔɔsɔɔŋŋɔɔ ŋgɔɔŋŋɔɔ,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mwana-ndi-digitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tic me dano pa komputa,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
jamiro kede teknoloji me digital,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
lonyoŋ dijitaa,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
maktaba ya kielektroniki,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digiitala huumaniyat,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital geeschterwëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital geeschteswëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale geisteswëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital mënschlech wëssenschaften,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale menschwenk,lb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
цифрал гуманитарнал элмурду,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
डिजिटल ह्यूमॅनिटीज,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифралсса инсаннал илму,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
àgbọ̀nú ọ̀rọ̀ òkè,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигиталн джумхурият,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифровой ант,lbe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
buku digital,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humánítas dhíjítal,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mvulana yasimu,kam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
muthina wa dijitali,kam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
makala ya digital,kam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kɨl-sɨn-di-tɨk-sɨn-tɨk-na-tɨk,grt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
nɛnɛ kɛ kɛɛnɛnɛ,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bɔ́nɔ̀ kpaɣa,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kpaa-gboo ŋɔɔmɔɔ,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digi hamin,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
yi-digitál gbéné,grb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ψηφιακαὶ ἀνθρωπιστικαὶ ἐπιστῆμαι,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ψηφιακαὶ φιλανθρωπίαι,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
διγίτης τέχναι,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ψηφιακαὶ ἀνθρωπολογίαι,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
δημοτικὴ χρηματολογία,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
διγιταλή ανθρωποσεις,grc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale kumanistike,grt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dilizans hūmanistis,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale geisteswissenschafte,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitali geischteswüsseschafte,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale humanitäre geisteswüsseenschaft,gsw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ડિજિટલ માનવશાસ્ત્ર,gu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ડિજિટલ માનવિકી,gu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ડિજીટલ માનવશાસ્ત્ર,gu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
દીજિટાલ મનવિયત,gu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tekoputɨr kwarer ma'e,gub,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
teknolojia pyahu reko,gub,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tekowara marãnãgatu,gub,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tetéu kana'wa,gub,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
faiul-galeiks-minskaits,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
𝟚ᛁ𝟚𝟚𝚞𝚖 𝙼𝚊𝚗𝚞𝚜,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
xaxiwa ñi kuyupu,gub,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
hamuran digidol,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
fingarlīhhi menniskī,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dinglîhiu,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitali humanitas,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
diutiscu mensozinologio,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
zahlig menschheit,goh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digmitee vhoddapant,gom,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ḍijiṭal manushśāstr,gom,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitāl humānītāz,gom,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
गोंडी डिजिटल मानवविज्ञान,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ḍigital mānviṭa,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dihitali himnainsi,gon,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ilmu pengetahuan digital manusia,gor,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
*fingarhandu manna wulþus*,got,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
taduli sipatulo,gor,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kulturalo digitali,gor,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitoale geisteswetenschoppen,gos,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale geesteswetenschoppen,gos,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
